parameter,value,scenario,GWP,MSP,E_kWh,GWP_credited
repl,0.5,BC_B,0.10965434278696425,4.657827548964638,0.01869875272230017,0.09203441406071335
repl,0.5,LC3_A,0.15595648970658277,4.436758417397297,0.01869875272230017,0.13833656098033187
repl,0.5,LC3_B,0.15595648970658277,4.917450857251416,0.01869875272230017,0.13833656098033187
cao_field,0.15,IL_A,0.20429687677604205,5.184732178919544,0.005677248117881576,0.19894717732368145
cao_field,0.15,IL_B,0.20429687677604205,5.665424618773663,0.005677248117881576,0.19894717732368145
cao_field,0.15,FA_A,0.14714660733702742,4.486381801638287,0.005677248117881576,0.1417969078846668
cao_field,0.15,FA_B,0.14714660733702742,4.967074241492407,0.005677248117881576,0.1417969078846668
cao_field,0.15,BC_A,0.1629752637563227,6.2597534724779536,0.005677248117881576,0.1576255643039621
cao_field,0.15,BC_B,0.1441904188320318,5.154574447148222,0.005677248117881576,0.13884071937967118
cao_field,0.15,LC3_A,0.14368626043269248,4.436758417397297,0.005677248117881576,0.13833656098033187
cao_field,0.15,LC3_B,0.14368626043269248,4.917450857251416,0.005677248117881576,0.13833656098033187
cao_field,0.2,IL_A,0.20606784743083653,5.184732178919544,0.007556650859341935,0.19894717732368145
cao_field,0.2,IL_B,0.20606784743083653,5.665424618773663,0.007556650859341935,0.19894717732368145
cao_field,0.2,FA_A,0.1489175779918219,4.486381801638287,0.007556650859341935,0.1417969078846668
cao_field,0.2,FA_B,0.1489175779918219,4.967074241492407,0.007556650859341935,0.1417969078846668
cao_field,0.2,BC_A,0.16364897175514406,6.285993471547691,0.007556650859341935,0.15652830164798898
cao_field,0.2,BC_B,0.1444626529871351,5.159410191132389,0.007556650859341935,0.13734198287998
cao_field,0.2,LC3_A,0.14545723108748695,4.436758417397297,0.007556650859341935,0.13833656098033187
cao_field,0.2,LC3_B,0.14545723108748695,4.917450857251416,0.007556650859341935,0.13833656098033187
cao_field,0.25,IL_A,0.207832739449497,5.184732178919544,0.009429602785039962,0.19894717732368145
cao_field,0.25,IL_B,0.207832739449497,5.665424618773663,0.009429602785039962,0.19894717732368145
cao_field,0.25,FA_A,0.15068247001048238,4.486381801638287,0.009429602785039962,0.1417969078846668
cao_field,0.25,FA_B,0.15068247001048238,4.967074241492407,0.009429602785039962,0.1417969078846668
cao_field,0.25,BC_A,0.1643203673351942,6.31194176806736,0.009429602785039962,0.15543480520937863
cao_field,0.25,BC_B,0.14473395273241763,5.164132387729806,0.009429602785039962,0.13584839060660206
cao_field,0.25,LC3_A,0.14722212310614743,4.436758417397297,0.009429602785039962,0.13833656098033187
cao_field,0.25,LC3_B,0.14722212310614743,4.917450857251416,0.009429602785039962,0.13833656098033187
cao_field,0.30000000000000004,IL_A,0.20959158407464712,5.184732178919544,0.011296137050506673,0.19894717732368145
cao_field,0.30000000000000004,IL_B,0.20959158407464712,5.665424618773663,0.011296137050506673,0.19894717732368145
cao_field,0.30000000000000004,FA_A,0.15244131463563249,4.486381801638287,0.011296137050506673,0.1417969078846668
cao_field,0.30000000000000004,FA_B,0.15244131463563249,4.967074241492407,0.011296137050506673,0.1417969078846668
cao_field,0.30000000000000004,BC_A,0.16498946238170983,6.337624861448024,0.011296137050506673,0.15434505563074416
cao_field,0.30000000000000004,BC_B,0.14500432287050513,5.168770983408761,0.011296137050506673,0.13435991611953946
